ID,RENDIMIENTO_GLOBAL
87729,medio-bajo
942218,medio-bajo
522339,alto
801474,medio-alto
205568,alto
491933,alto
813008,alto
341146,bajo
287908,bajo
168742,medio-alto
14574,medio-bajo
876875,bajo
691045,alto
599111,bajo
897861,bajo
455603,medio-bajo
586513,bajo
35859,medio-alto
211596,medio-alto
929046,alto
546729,bajo
167771,bajo
714585,alto
561072,medio-bajo
173209,medio-alto
877581,alto
577234,alto
276634,medio-bajo
266712,alto
158802,alto
873755,medio-alto
205277,alto
474936,medio-alto
803384,bajo
973380,bajo
399041,alto
800329,alto
513744,alto
363290,bajo
231223,alto
825754,medio-alto
783670,alto
91662,bajo
430750,medio-bajo
253482,medio-bajo
711952,bajo
683213,bajo
862420,alto
787249,medio-alto
892986,bajo
220471,medio-bajo
481948,medio-bajo
897306,medio-alto
353962,medio-alto
715944,bajo
347585,alto
587028,bajo
864641,alto
838587,bajo
360597,medio-bajo
862844,medio-bajo
522100,medio-bajo
902085,alto
873580,bajo
154761,alto
54105,medio-bajo
372959,alto
185961,alto
754443,bajo
485961,medio-bajo
970956,medio-bajo
548253,alto
325791,bajo
45954,medio-alto
114675,bajo
152600,medio-alto
38977,alto
171981,bajo
722962,medio-alto
160007,bajo
129278,bajo
131232,bajo
875859,bajo
902725,medio-bajo
242315,medio-bajo
522767,alto
775781,alto
427944,alto
586877,alto
526700,bajo
547433,alto
825328,alto
607252,medio-bajo
475671,medio-bajo
405696,bajo
746986,medio-alto
476,medio-alto
287690,medio-bajo
268183,alto
338727,alto
652883,bajo
233241,alto
919328,medio-alto
331213,medio-bajo
642587,alto
332213,bajo
326719,medio-alto
627170,bajo
895182,medio-bajo
501444,alto
809693,alto
878090,alto
524566,medio-bajo
229466,medio-bajo
502223,alto
484574,alto
544704,alto
793329,medio-bajo
728425,alto
506211,alto
685359,bajo
713608,bajo
541887,bajo
744077,bajo
865788,medio-bajo
877825,bajo
938876,bajo
509008,medio-alto
100745,bajo
904420,medio-bajo
6868,medio-bajo
337029,alto
450320,medio-bajo
136566,bajo
625061,bajo
890880,alto
752255,medio-alto
950897,medio-bajo
769095,alto
806795,alto
580089,alto
58400,alto
935713,medio-alto
3313,medio-alto
766318,bajo
188661,bajo
770816,medio-bajo
453134,alto
828491,bajo
243199,alto
100461,bajo
293383,medio-bajo
715895,bajo
899659,alto
745866,alto
112547,bajo
676252,bajo
798032,alto
153855,bajo
191767,bajo
903880,bajo
9329,medio-bajo
460046,medio-alto
212168,alto
354375,alto
490417,bajo
663319,medio-bajo
672765,bajo
96452,medio-bajo
692647,bajo
457813,bajo
957007,medio-bajo
593609,bajo
641770,bajo
954233,alto
636736,bajo
800344,alto
859443,medio-bajo
838882,alto
425486,medio-alto
811569,alto
269135,bajo
921125,alto
306178,medio-bajo
977870,medio-bajo
194200,alto
147315,bajo
208950,alto
888256,alto
292264,medio-bajo
69522,bajo
98979,alto
834353,alto
709676,medio-bajo
688877,alto
798533,alto
296515,alto
242883,alto
104763,alto
234063,bajo
756264,medio-bajo
387617,bajo
418117,medio-bajo
240981,bajo
195671,medio-alto
138541,medio-bajo
920502,bajo
550001,bajo
90666,medio-alto
831251,alto
241817,medio-alto
375371,alto
946047,medio-bajo
82790,medio-alto
954092,alto
42959,alto
692333,bajo
513288,bajo
312758,alto
103527,alto
354195,alto
274923,bajo
783702,bajo
582579,alto
49739,alto
157248,medio-bajo
608605,alto
412275,medio-bajo
117499,bajo
369421,bajo
801513,bajo
245401,bajo
705141,alto
652930,medio-bajo
439167,alto
711039,alto
783276,medio-bajo
292097,bajo
253074,alto
88139,bajo
755126,alto
198693,medio-alto
743300,alto
95580,medio-bajo
148590,alto
90906,medio-bajo
178522,medio-bajo
519647,bajo
675634,medio-alto
130517,medio-bajo
349781,alto
752693,medio-alto
180830,alto
78155,bajo
765755,medio-alto
801121,bajo
668068,alto
404689,alto
298297,bajo
791276,alto
473113,bajo
722919,alto
778518,medio-bajo
720081,alto
575926,alto
628549,bajo
285715,bajo
736372,bajo
575694,medio-alto
697370,alto
495244,bajo
181014,medio-bajo
864364,alto
953304,bajo
40344,alto
155442,alto
419556,medio-bajo
659163,alto
476064,medio-bajo
392904,medio-alto
52128,medio-alto
697205,bajo
436428,medio-alto
882298,medio-bajo
556756,medio-bajo
417004,alto
21163,bajo
733630,medio-alto
236828,alto
241002,alto
536413,medio-alto
600077,medio-bajo
454659,medio-bajo
400423,bajo
340172,medio-bajo
52032,medio-alto
688470,medio-bajo
283706,bajo
66768,medio-bajo
732500,alto
476772,medio-alto
331746,alto
217286,bajo
758292,bajo
817726,bajo
788328,medio-bajo
145145,bajo
896538,medio-alto
94478,medio-bajo
156209,medio-bajo
381723,bajo
544314,alto
964270,bajo
455845,alto
778446,medio-bajo
824275,bajo
164104,bajo
764957,bajo
11808,alto
143546,alto
369464,medio-alto
616177,alto
290337,alto
886933,medio-bajo
698524,bajo
891088,alto
704167,alto
380260,alto
194455,bajo
910420,medio-bajo
978842,medio-alto
249053,bajo
816388,bajo
908290,alto
153734,medio-bajo
955608,bajo
105774,alto
538004,medio-bajo
283825,medio-bajo
16153,bajo
141033,alto
352045,bajo
183581,alto
335867,medio-alto
231317,alto
450011,alto
661373,bajo
413495,medio-alto
159060,medio-bajo
602531,bajo
987372,medio-alto
868135,bajo
437618,medio-bajo
641165,medio-alto
676926,bajo
954855,medio-bajo
471294,medio-bajo
567813,alto
623154,bajo
497298,bajo
59578,bajo
512420,alto
677275,bajo
423051,alto
925962,medio-alto
925808,medio-alto
578092,bajo
167762,alto
567907,medio-bajo
920316,alto
846686,bajo
542915,bajo
686780,bajo
203232,alto
106309,medio-alto
149534,bajo
526320,medio-alto
399981,medio-bajo
173423,alto
137774,alto
763480,bajo
475561,medio-alto
576357,medio-bajo
412204,alto
450827,alto
866789,alto
422994,alto
577982,medio-alto
755774,bajo
326572,alto
674094,medio-bajo
942394,alto
193205,medio-bajo
318139,alto
449792,medio-bajo
1626,medio-alto
42040,medio-alto
334333,bajo
332947,medio-alto
231744,bajo
876245,medio-bajo
24907,medio-bajo
23386,medio-alto
201434,alto
54041,bajo
918920,bajo
294038,alto
631041,alto
871705,bajo
163797,bajo
352005,medio-bajo
602655,medio-bajo
685951,bajo
749730,alto
696449,alto
562304,bajo
771562,medio-alto
392713,medio-bajo
756130,bajo
812871,alto
861080,bajo
122863,bajo
891565,bajo
77455,bajo
36909,medio-alto
788954,bajo
173050,bajo
847790,medio-bajo
403522,bajo
490612,medio-alto
819233,medio-alto
301335,alto
217393,bajo
281560,medio-bajo
564332,medio-alto
77615,alto
975687,alto
37834,medio-alto
30708,alto
501277,alto
950253,alto
51972,alto
521571,medio-bajo
417338,alto
447784,alto
151972,alto
633662,alto
84050,medio-alto
504259,medio-alto
469529,bajo
309253,bajo
303031,bajo
467618,alto
914076,alto
398663,alto
379464,bajo
866905,alto
384348,medio-alto
50911,alto
235811,alto
487745,alto
759633,alto
451655,alto
364391,alto
16079,medio-bajo
749651,alto
495773,alto
615884,alto
974343,alto
696299,alto
640119,alto
433439,alto
553019,bajo
549061,bajo
313139,bajo
841975,alto
597335,alto
220678,alto
178753,bajo
975469,medio-alto
441012,alto
745370,medio-bajo
605233,alto
601504,bajo
912629,alto
924450,medio-bajo
886941,medio-bajo
624102,alto
742435,bajo
72966,bajo
619848,medio-bajo
595851,medio-alto
976573,bajo
32640,bajo
834395,alto
742614,alto
96396,bajo
956709,medio-bajo
305595,medio-alto
371428,medio-bajo
500230,bajo
191507,bajo
304753,alto
958990,bajo
786123,alto
979815,bajo
13968,medio-alto
716976,medio-alto
981836,alto
507048,medio-alto
212008,medio-alto
646805,bajo
726931,alto
531325,alto
488289,bajo
968434,alto
338338,alto
36513,medio-bajo
562230,bajo
732025,bajo
341682,bajo
849132,medio-alto
19929,alto
810226,bajo
537882,bajo
657777,bajo
923433,alto
268785,bajo
912525,bajo
315483,alto
904126,alto
640106,bajo
383053,alto
501401,alto
168573,alto
541075,bajo
852655,medio-alto
638114,alto
892971,bajo
897566,alto
134537,bajo
603447,medio-bajo
220754,alto
246597,medio-bajo
459218,bajo
723587,medio-alto
920703,bajo
257642,medio-bajo
861862,bajo
469950,bajo
540148,alto
45637,bajo
176048,alto
927993,bajo
52235,alto
620674,bajo
142944,medio-bajo
632161,alto
327553,medio-alto
656397,medio-alto
128984,alto
796401,bajo
219724,bajo
28230,alto
831623,alto
357266,alto
67980,medio-bajo
22303,alto
540615,medio-alto
557438,bajo
973541,medio-alto
586643,alto
895228,medio-bajo
181604,bajo
240418,alto
56659,medio-alto
597813,alto
836679,medio-bajo
784562,bajo
299199,bajo
741670,medio-bajo
431946,alto
529030,bajo
187855,medio-alto
10427,medio-bajo
392241,medio-bajo
587426,medio-bajo
334408,medio-alto
368860,alto
164668,alto
883624,bajo
696731,medio-bajo
610703,bajo
593600,bajo
547619,medio-bajo
432897,bajo
596191,bajo
198888,medio-alto
534816,medio-bajo
875498,alto
151220,medio-alto
575691,alto
331780,bajo
306061,bajo
746049,bajo
500574,medio-bajo
829062,bajo
649675,medio-alto
282075,alto
151484,bajo
547632,alto
647220,medio-bajo
696484,alto
450899,medio-bajo
821882,bajo
441636,medio-bajo
518703,alto
325121,alto
550922,medio-alto
837709,alto
357063,alto
474179,alto
936982,bajo
105599,alto
320454,medio-bajo
324390,bajo
363742,alto
977634,alto
40824,bajo
556079,medio-bajo
348479,medio-bajo
819278,alto
11157,medio-bajo
705365,medio-bajo
720434,medio-bajo
252852,bajo
167716,bajo
551479,alto
513438,bajo
273675,alto
144658,medio-bajo
478362,alto
314549,alto
784642,alto
588851,bajo
46578,medio-bajo
724207,alto
540377,medio-bajo
476538,medio-alto
589698,bajo
646749,alto
859473,bajo
520344,medio-bajo
503175,alto
679119,bajo
883005,bajo
704959,alto
261715,bajo
138173,bajo
973906,bajo
727173,bajo
225721,bajo
126177,bajo
589152,bajo
937961,alto
60403,medio-bajo
196368,medio-alto
25144,bajo
670835,medio-bajo
776467,alto
654352,medio-alto
865402,medio-bajo
652184,alto
932314,medio-bajo
490501,medio-bajo
714984,medio-alto
75315,medio-bajo
381058,medio-bajo
77168,medio-bajo
139021,medio-alto
931696,bajo
738683,bajo
331252,medio-bajo
692086,alto
667902,alto
39484,alto
719615,bajo
719400,medio-bajo
295604,alto
633269,alto
137875,alto
579641,bajo
239599,medio-bajo
364026,medio-alto
56073,medio-bajo
833862,alto
186613,medio-alto
98365,alto
236919,alto
447951,bajo
25374,medio-bajo
326386,bajo
69351,bajo
62728,bajo
664900,medio-alto
62384,bajo
559507,alto
42705,bajo
883407,medio-bajo
669602,medio-bajo
157418,bajo
241248,alto
673972,alto
970924,medio-bajo
598392,medio-bajo
283941,bajo
189870,medio-bajo
176775,bajo
83877,medio-bajo
625548,alto
865952,medio-alto
89534,alto
393170,bajo
165540,bajo
412173,alto
718010,alto
118133,alto
514798,medio-alto
511906,bajo
951018,medio-alto
469355,bajo
939739,medio-alto
499900,medio-bajo
481634,medio-alto
494452,alto
980057,bajo
789835,bajo
295512,medio-bajo
357401,alto
861060,bajo
694941,bajo
514968,bajo
347702,alto
744966,bajo
803861,medio-bajo
246233,alto
458181,medio-alto
326245,alto
56803,bajo
594916,medio-bajo
163057,bajo
839794,bajo
222930,alto
304678,bajo
198679,bajo
597897,alto
549441,medio-alto
618442,bajo
323186,medio-alto
29372,medio-bajo
287411,bajo
516663,alto
523056,bajo
863865,alto
197197,medio-bajo
22477,bajo
591502,alto
596954,bajo
864038,bajo
225097,bajo
887585,alto
666366,medio-bajo
245749,bajo
298559,alto
858065,medio-bajo
466300,alto
638170,medio-bajo
161752,medio-bajo
663762,medio-bajo
752664,bajo
691663,medio-alto
104766,bajo
939678,bajo
133903,alto
193580,medio-bajo
555112,medio-bajo
180231,bajo
695298,alto
676905,medio-bajo
869572,alto
380932,alto
187685,bajo
467248,alto
487401,medio-alto
186122,medio-bajo
653222,bajo
228471,medio-bajo
827521,bajo
727756,alto
20191,bajo
914842,alto
980701,medio-bajo
611340,alto
573939,bajo
403936,alto
393867,medio-bajo
572636,bajo
88493,bajo
451625,medio-alto
458960,alto
312192,alto
57692,alto
960867,alto
669737,medio-bajo
394987,alto
472422,bajo
88414,medio-bajo
600369,alto
815028,alto
907490,alto
127104,alto
761980,bajo
133712,medio-bajo
534974,alto
230502,alto
429486,bajo
1180,alto
69934,alto
525484,bajo
262563,alto
449476,medio-bajo
158680,bajo
807560,alto
185416,bajo
165885,bajo
988364,medio-alto
837310,medio-bajo
673594,alto
340602,alto
781482,alto
721947,alto
765270,alto
895199,alto
31543,bajo
934879,bajo
186822,bajo
815476,medio-bajo
594490,bajo
245846,bajo
139952,alto
423139,alto
379045,alto
869433,alto
86231,bajo
58670,alto
848597,alto
164291,alto
185046,bajo
761265,bajo
8055,alto
603687,bajo
309431,bajo
380353,bajo
898020,alto
564375,medio-alto
865588,bajo
899044,bajo
663427,bajo
564108,medio-alto
640083,alto
39016,medio-alto
971842,medio-bajo
684017,alto
294219,medio-bajo
594267,medio-bajo
749001,medio-bajo
247744,bajo
604388,alto
829959,alto
50522,bajo
966707,alto
305124,bajo
981488,medio-alto
749052,bajo
807866,alto
742974,medio-alto
840337,bajo
654879,medio-bajo
134761,medio-bajo
159982,bajo
454691,medio-bajo
562626,bajo
125803,medio-bajo
963831,medio-alto
589234,alto
50359,alto
737950,alto
898630,alto
39898,bajo
294997,alto
99778,bajo
221319,bajo
938059,alto
717597,alto
293329,medio-alto
900697,bajo
895867,bajo
765544,alto
536575,bajo
783453,alto
355608,bajo
817425,bajo
876973,bajo
733313,alto
221079,bajo
94928,alto
696261,bajo
206702,medio-bajo
564921,medio-bajo
35086,bajo
816616,alto
139193,alto
969766,medio-bajo
631629,bajo
158499,medio-bajo
447565,alto
249901,medio-alto
613858,medio-bajo
613557,medio-alto
886885,alto
664712,medio-alto
623858,medio-alto
923114,medio-alto
651275,bajo
322401,alto
320995,medio-bajo
5121,medio-bajo
483494,medio-alto
577535,bajo
252305,medio-bajo
730906,alto
581193,alto
92652,alto
377336,bajo
160973,alto
580331,medio-alto
400797,alto
70417,bajo
436180,alto
939672,alto
58349,medio-alto
517891,medio-bajo
555738,medio-bajo
759856,medio-alto
517718,bajo
812193,medio-alto
667304,bajo
522396,bajo
841749,medio-bajo
374967,medio-bajo
533453,bajo
979418,alto
941056,alto
464869,alto
218892,bajo
29775,alto
405383,alto
41706,bajo
370367,alto
60715,bajo
242680,bajo
454919,medio-bajo
98100,medio-bajo
626912,bajo
262374,bajo
600040,alto
327900,bajo
300160,alto
115978,alto
222456,alto
863936,medio-alto
988294,bajo
25372,bajo
842965,bajo
136328,medio-alto
269907,bajo
42872,bajo
435655,bajo
482353,medio-bajo
432824,alto
265229,alto
291808,bajo
20936,medio-bajo
881041,medio-bajo
470028,alto
275257,medio-bajo
339745,medio-bajo
861180,bajo
503392,bajo
709196,alto
856890,medio-bajo
184761,medio-alto
923706,alto
905151,medio-alto
163560,bajo
925006,alto
220819,medio-alto
298239,medio-bajo
959093,medio-alto
461850,alto
358969,bajo
430156,alto
21831,medio-alto
907352,alto
774663,alto
283961,medio-bajo
840759,alto
443644,alto
609981,medio-alto
701665,bajo
107241,medio-bajo
305619,alto
345828,bajo
726296,medio-bajo
628362,alto
68564,alto
117726,bajo
636270,bajo
155637,alto
628105,alto
817705,medio-bajo
758318,bajo
483254,bajo
774744,alto
93166,alto
303162,alto
881731,bajo
55014,bajo
83724,medio-bajo
351688,alto
668020,bajo
144304,bajo
476724,alto
141516,bajo
394593,alto
166094,bajo
147071,alto
661911,medio-bajo
67776,bajo
858744,bajo
891755,bajo
536443,bajo
875188,bajo
559006,alto
35864,alto
814779,medio-bajo
183924,medio-alto
193771,medio-bajo
695299,medio-alto
108114,bajo
216263,alto
713257,medio-bajo
444455,medio-alto
653982,medio-bajo
272452,alto
318642,medio-bajo
910018,alto
671247,bajo
755911,medio-alto
385612,medio-bajo
115517,alto
119431,medio-bajo
813375,alto
807683,alto
213126,alto
331309,medio-alto
937872,medio-alto
402110,bajo
736452,alto
201093,bajo
423631,bajo
719638,bajo
702548,medio-alto
580346,bajo
232584,bajo
442526,alto
88474,bajo
237607,alto
904687,alto
514258,medio-bajo
717180,medio-bajo
143798,alto
593641,medio-bajo
774909,medio-bajo
737012,medio-bajo
756155,bajo
182564,alto
163400,medio-bajo
551814,medio-alto
215541,alto
180193,medio-bajo
365026,medio-bajo
416693,medio-bajo
162826,alto
419586,medio-alto
251463,bajo
324566,bajo
149202,bajo
266845,bajo
515304,bajo
125918,bajo
184716,bajo
81904,alto
571322,alto
893556,alto
651775,alto
471522,bajo
71944,bajo
743760,bajo
794530,alto
445507,alto
28404,medio-bajo
321409,medio-bajo
368359,medio-alto
236918,alto
354152,medio-bajo
814170,medio-alto
70731,bajo
759274,medio-bajo
408576,bajo
870841,medio-bajo
945287,bajo
820617,medio-alto
930582,medio-bajo
483263,bajo
855868,medio-alto
47022,medio-alto
245761,bajo
180185,medio-bajo
198513,alto
56698,medio-alto
729260,bajo
131983,medio-bajo
726345,bajo
79163,bajo
196250,alto
118614,medio-bajo
470167,bajo
338094,medio-bajo
977308,alto
187407,bajo
100441,medio-bajo
732445,medio-alto
613701,medio-bajo
548519,bajo
754273,bajo
703730,alto
751231,alto
415376,bajo
216717,alto
279115,medio-bajo
389311,bajo
623373,alto
287095,bajo
609594,alto
282088,alto
732525,alto
289585,bajo
907792,medio-alto
605284,bajo
414812,bajo
562495,medio-alto
587663,medio-bajo
670724,bajo
350379,alto
331607,alto
883874,alto
905088,alto
504419,bajo
707609,bajo
782288,alto
680358,medio-bajo
389328,medio-bajo
243173,alto
843298,alto
901082,alto
413609,medio-bajo
292164,medio-alto
497033,medio-bajo
348948,alto
852386,alto
481445,alto
579753,alto
639001,medio-bajo
511647,medio-bajo
765473,medio-bajo
515972,alto
51025,alto
677983,bajo
982952,medio-bajo
745808,bajo
540808,alto
536397,medio-alto
137827,alto
146642,bajo
575448,bajo
421143,medio-alto
924676,bajo
723609,medio-bajo
209195,bajo
114591,alto
932936,alto
238490,bajo
323017,bajo
273522,bajo
115063,bajo
801576,bajo
638861,bajo
191732,alto
420263,medio-bajo
598357,medio-bajo
44510,bajo
199106,medio-bajo
171851,alto
9299,medio-bajo
420162,alto
891762,medio-alto
836229,alto
19544,bajo
337556,bajo
199800,alto
521973,alto
279081,bajo
513059,bajo
261576,bajo
459408,bajo
30084,alto
179945,alto
543013,medio-bajo
333991,alto
346450,medio-bajo
567724,alto
141882,bajo
529893,bajo
223445,alto
118657,alto
275188,alto
69860,alto
502714,medio-alto
732604,bajo
832723,bajo
441988,medio-bajo
385342,alto
973093,medio-bajo
705413,bajo
477517,medio-alto
560151,alto
471678,bajo
353555,medio-bajo
236944,alto
632456,medio-bajo
938501,medio-alto
803225,bajo
240820,medio-alto
529532,medio-bajo
694221,bajo
768934,bajo
148081,bajo
216570,medio-bajo
733688,bajo
976682,bajo
311654,alto
175922,medio-alto
552627,alto
795509,alto
667315,bajo
956051,alto
237772,medio-alto
807974,medio-alto
450655,medio-bajo
661066,medio-bajo
468953,alto
907346,alto
916989,alto
11429,alto
988493,alto
89307,bajo
162379,alto
919777,alto
361067,bajo
248041,alto
919417,medio-bajo
178890,medio-alto
400454,bajo
924268,medio-bajo
105172,alto
52422,medio-alto
2656,bajo
612768,alto
32838,bajo
274338,alto
786893,medio-bajo
151478,medio-bajo
930234,bajo
701681,bajo
550801,alto
441288,bajo
942851,bajo
48769,bajo
757334,medio-bajo
512735,alto
481766,bajo
595919,medio-bajo
845462,alto
388263,alto
76614,alto
367490,alto
344753,medio-bajo
136890,alto
82758,alto
373260,medio-bajo
228929,alto
845602,alto
666348,bajo
68470,medio-alto
546825,alto
656908,alto
92725,alto
597902,bajo
983078,bajo
310841,bajo
416603,bajo
818889,medio-alto
758022,alto
836769,alto
462692,medio-bajo
262515,bajo
407992,medio-alto
470205,bajo
540924,medio-alto
899945,bajo
222700,medio-bajo
2118,bajo
468201,bajo
272949,alto
813942,alto
564668,medio-alto
656304,alto
211178,bajo
737914,alto
480728,medio-bajo
624449,medio-bajo
525887,alto
721640,alto
69082,medio-bajo
40770,bajo
463199,medio-bajo
653908,bajo
355112,medio-alto
463702,alto
812044,bajo
374010,alto
682005,bajo
916029,bajo
811566,alto
747122,alto
860966,medio-bajo
371015,medio-alto
458919,medio-alto
791126,bajo
302987,alto
306598,alto
579967,medio-bajo
666633,bajo
543339,bajo
488006,alto
806245,medio-bajo
705698,alto
657332,bajo
535412,bajo
157243,bajo
122721,bajo
332175,alto
889157,medio-alto
244266,bajo
237353,alto
20648,medio-alto
639040,alto
47673,alto
933936,medio-alto
895502,medio-alto
669709,alto
301713,alto
512807,bajo
862637,alto
886754,bajo
540180,medio-bajo
983065,bajo
342961,medio-bajo
186826,bajo
707397,medio-alto
831738,bajo
165638,bajo
362082,medio-bajo
196185,alto
600972,medio-alto
445345,medio-alto
741390,medio-bajo
781645,alto
762537,medio-bajo
963115,medio-bajo
886149,bajo
1088,medio-bajo
988440,bajo
686499,alto
85335,bajo
693712,bajo
228614,alto
115842,alto
929394,medio-bajo
496556,bajo
258089,bajo
973339,medio-bajo
798635,bajo
73349,medio-bajo
891282,alto
680228,alto
394308,alto
33825,medio-alto
249436,bajo
666654,bajo
882415,bajo
31185,medio-bajo
148376,bajo
121294,bajo
573417,bajo
833668,bajo
656799,bajo
303784,alto
671921,alto
570842,bajo
156667,medio-alto
869678,bajo
108436,alto
971701,bajo
721351,bajo
710528,alto
791014,alto
797641,medio-alto
880529,medio-bajo
953900,medio-alto
647208,bajo
913736,bajo
473893,alto
605024,medio-alto
303206,medio-alto
378636,medio-bajo
189244,alto
772676,bajo
166657,medio-bajo
528916,alto
285183,alto
429566,alto
356437,alto
533138,bajo
156011,alto
200422,alto
716732,bajo
375786,medio-alto
574127,medio-alto
438568,medio-alto
979122,bajo
932484,bajo
27481,alto
789794,medio-bajo
359103,alto
168447,alto
320014,alto
877405,bajo
321392,medio-bajo
657647,alto
513899,bajo
969012,bajo
440031,medio-alto
685298,medio-alto
62044,medio-alto
339517,alto
189352,medio-bajo
689191,alto
861360,bajo
834758,alto
176970,alto
839355,alto
337115,bajo
411047,medio-bajo
213320,alto
108183,alto
776711,alto
832804,medio-alto
38552,medio-bajo
844854,bajo
211387,bajo
78870,alto
896219,medio-alto
286498,bajo
317899,alto
662320,medio-bajo
928938,medio-bajo
611177,alto
325854,alto
279327,bajo
735760,bajo
626020,alto
199607,bajo
861809,alto
668511,medio-alto
873052,bajo
58726,bajo
97637,medio-alto
71488,medio-alto
273485,medio-alto
16627,medio-bajo
410453,medio-alto
404729,alto
37408,alto
329845,bajo
19090,medio-bajo
297556,bajo
917288,bajo
12385,bajo
42902,alto
257586,medio-bajo
782731,bajo
389951,alto
965072,medio-bajo
959682,bajo
727625,bajo
537139,medio-bajo
809196,medio-alto
291650,alto
39828,medio-bajo
325559,alto
494070,medio-bajo
164907,bajo
544004,medio-bajo
199803,bajo
15388,alto
662456,alto
955650,alto
929275,alto
366693,alto
603054,bajo
46696,bajo
898815,medio-alto
797507,bajo
828002,bajo
192404,bajo
829216,medio-alto
656207,alto
404227,medio-bajo
44301,alto
328559,medio-bajo
423594,medio-alto
238341,alto
105540,alto
396764,alto
658689,alto
578458,medio-alto
152524,alto
114186,bajo
460236,medio-alto
158594,bajo
456300,bajo
681938,medio-bajo
635416,medio-bajo
824579,bajo
696303,alto
645313,medio-alto
503592,bajo
393592,bajo
857250,medio-bajo
793182,bajo
877500,medio-bajo
389295,medio-bajo
866095,alto
410738,bajo
382962,alto
196747,medio-alto
443738,bajo
525052,bajo
783766,bajo
829463,bajo
332054,alto
987226,alto
708474,medio-bajo
653657,medio-alto
262279,medio-bajo
488428,alto
479099,alto
641937,alto
666483,bajo
318308,alto
391235,bajo
867788,medio-bajo
424647,bajo
263753,alto
837725,alto
617107,bajo
769059,bajo
154313,alto
596668,alto
637009,bajo
602113,bajo
92231,bajo
214417,bajo
707501,medio-bajo
828730,bajo
947318,alto
461342,bajo
896342,alto
943585,medio-alto
411338,alto
486697,alto
662628,medio-bajo
160215,alto
647256,bajo
4129,bajo
523599,medio-alto
460300,medio-bajo
880523,alto
612716,medio-bajo
507393,medio-alto
211082,alto
405779,alto
525864,medio-bajo
831613,medio-bajo
702051,medio-bajo
489644,bajo
609852,bajo
76938,alto
753774,alto
647539,alto
12209,alto
938855,alto
244511,medio-alto
684211,bajo
702382,bajo
642758,alto
379943,medio-alto
776374,bajo
734620,bajo
704490,medio-bajo
774095,medio-bajo
198500,alto
794479,bajo
700502,alto
412463,medio-alto
505996,alto
96249,medio-bajo
255732,medio-alto
415979,medio-alto
535261,alto
438619,alto
775306,alto
301863,bajo
932126,alto
106218,bajo
932535,alto
56914,medio-alto
120290,alto
167481,alto
595286,bajo
527026,bajo
570793,bajo
342925,alto
802532,medio-bajo
628970,bajo
96833,alto
861065,medio-bajo
473702,alto
738765,bajo
397385,bajo
798795,medio-bajo
487093,alto
440494,medio-bajo
952202,medio-alto
52708,medio-alto
568153,alto
917331,bajo
420905,alto
936427,alto
754796,alto
139552,alto
985621,bajo
50886,bajo
772600,bajo
731526,bajo
88393,bajo
681659,alto
178422,medio-alto
671479,bajo
535193,bajo
61832,medio-alto
213926,bajo
272695,medio-alto
931762,medio-bajo
846062,medio-bajo
755638,alto
613039,bajo
913242,medio-bajo
323962,medio-bajo
396481,alto
597463,bajo
529748,bajo
278669,bajo
132458,alto
774638,medio-alto
383428,alto
83002,medio-alto
187406,medio-bajo
246051,medio-alto
700338,bajo
338143,bajo
563548,bajo
905653,bajo
737523,medio-bajo
313234,medio-bajo
98108,bajo
129488,bajo
757067,alto
879898,alto
664156,bajo
75926,alto
925063,alto
688867,bajo
285206,alto
354327,bajo
379639,bajo
212487,alto
425787,alto
713244,medio-bajo
758847,bajo
299573,bajo
177710,bajo
615736,bajo
551494,medio-alto
804944,bajo
433519,medio-bajo
883920,medio-bajo
636883,bajo
672963,bajo
582091,bajo
742072,medio-alto
787385,bajo
190403,bajo
100921,medio-bajo
1225,medio-alto
533941,alto
157087,bajo
385900,medio-bajo
133285,alto
935212,bajo
948185,alto
375776,medio-bajo
606149,alto
985922,medio-bajo
920220,bajo
775186,bajo
978411,bajo
549192,alto
565965,bajo
683903,bajo
573812,medio-bajo
752925,medio-bajo
554068,bajo
43413,medio-alto
709478,alto
761782,medio-bajo
957056,medio-bajo
170175,alto
407182,alto
55138,alto
346917,medio-bajo
175235,bajo
825679,medio-alto
211888,medio-bajo
371932,bajo
568580,alto
733495,bajo
679904,bajo
316799,bajo
165756,alto
338503,bajo
985347,alto
367964,alto
630764,bajo
532303,alto
285657,medio-alto
848890,bajo
904680,medio-bajo
947665,bajo
759513,medio-bajo
636320,alto
929516,bajo
900639,alto
2505,alto
482502,bajo
703184,alto
422581,medio-alto
763387,bajo
657325,bajo
554097,alto
364641,bajo
341743,alto
247157,alto
969884,bajo
563881,medio-alto
831377,medio-bajo
529543,alto
941065,alto
966969,medio-bajo
571214,alto
825918,alto
176644,alto
618975,alto
318334,alto
463909,alto
971248,medio-alto
472894,alto
131557,alto
808082,bajo
184373,bajo
939321,medio-alto
277539,bajo
874989,medio-bajo
104355,medio-alto
889155,bajo
964479,alto
389568,medio-alto
49016,bajo
976955,medio-alto
864177,alto
677909,medio-bajo
519309,alto
370955,bajo
916120,medio-alto
963785,alto
922541,bajo
400428,medio-bajo
494603,alto
67599,medio-bajo
577512,medio-bajo
320806,bajo
855850,bajo
461791,bajo
37739,alto
483830,medio-alto
176191,alto
157336,medio-alto
827461,alto
267040,alto
112621,medio-alto
735658,medio-alto
503022,bajo
184016,bajo
966322,medio-alto
